id,full_title,age,view_count,like_count,dislike_count,comment_count,artists
580,Michael Melaku - Kentegna | ቄንጠኛ - New Ethiopian Music 2017 (Official Video),899,68320,272,20,61,MICHAEL MELAKU
581,Desalegn Reta - Kanchi Yeteshale | ካንቺ የተሻለ - New Ethiopian Music 2018 (Official Video),392,58465,374,102,213,DESALEGN RETA
582,Abdi Ahmed - Werehabul | ወረሃቡል - New Ethiopian Music 2017 (Official Video),823,56531,256,30,123,ABDI AHMED
583,Lense Lemessa - JAALALAA - New Ethiopian Music 2019,290,53301,709,139,227,LENSE LEMESSA
584,Mulugeta Lema - Yaya (ያያ) - New Ethiopian Music 2015 (Official Video),1514,283218,533,86,78,MULUGETA LEMA
585,Alex Anteneh - Hewane | ሄዋኔ - New Ethiopian Music 2019 (Official Video),214,33937,401,29,91,ALEX ANTENEH
586,Dagnachew Lema - Kehualash | ከኋላሽ - New Ethiopian Music 2017 (Official Video),794,76799,270,27,67,DAGNACHEW LEMA
587,Ezil & Rim - Rotalew - New Ethiopian Music 2018 (Official Video),523,135488,1195,61,175,EZIL
588,Ezil & Rim - Rotalew - New Ethiopian Music 2018 (Official Video),523,135488,1195,61,175,RIM
589,Ele Mele - Yehulachin | የሁላችን - New Ethiopian Music 2019 (Official Video),124,52345,700,63,207,ELE MELE
590,Rahel Getu - Alguaguam | አልጓጓም - New Ethiopian Music 2019 (Official Video),65,2769919,19087,3143,3693,RAHEL GETU
591,Bisrat Surafel - Yebet Sira | የቤት ስራ - New Ethiopian Music 2018 (Official Video),567,1680764,5828,540,885,BISRAT SURAFEL
592,Sam G - Metechalehu | መጥቻለሁ - New Ethiopian Music 2018 (Official Video),369,23692,208,25,75,SAM G
593,Tsion Demisse - Yigbagn | ይግባኝ - New Ethiopian Music 2017 (Official Video),846,81838,411,50,138,TSION DEMISSE
594,Mesi Demelash - Degme | ደግሜ - New Ethiopian Music 2017 (Official Video),851,219145,580,96,173,MESI DEMELASH
595,Dawit Zerihun - Sitalif Besefere | ስታልፍ በሰፈሬ - New Ethiopian Music 2017 (Official Video),1003,301215,871,63,261,DAWIT ZERIHUN
596,Kepaso Daygo & Kepaso Selam - Sema Gobez - New Ethiopian Music 2019 (Official Video),172,31437,380,133,130,KEPASO DAYGO
597,Kepaso Daygo & Kepaso Selam - Sema Gobez - New Ethiopian Music 2019 (Official Video),172,31437,380,133,130,KEPASO SELAM
598,Teklit Kidane - Gual Zemen | ጓል ዘመን - New Eritrean Music 2018 (Official Video),450,39331,544,68,137,TEKLIT KIDANE
599,Habtamu G/ Tsadik - Blene - New Ethiopian Music 2018,519,46896,299,19,72,HABTAMU G/ TSADIK
600,Abel Berhanu - Awdamet | አውዳመት - New Ethiopian Music 2019 (Official Video),59,70839,696,34,131,ABEL BERHANU
601,Christina Melkamu - Honelgn | ሆነልኝ - New Ethiopian Music 2018 (Official Video),342,343535,1315,294,331,CHRISTINA MELKAMU
602,Dawit Wordofa - Yaz Lekek - New Ethiopian Music 2016 (Official Video),1170,145127,256,43,68,DAWIT WORDOFA
603,Ras Jany & Don Deltafa - Feeling Irie - New Ethiopian Music 2016 (Official Video),1145,119219,684,35,67,RAS JANY
604,Ras Jany & Don Deltafa - Feeling Irie - New Ethiopian Music 2016 (Official Video),1145,119219,684,35,67,DON DELTAFA
605,Alemye Getachew - Akuaye | አኳዬ - New Ethiopian Music 2018 (Official Video),406,3022822,6988,809,973,ALEMYE GETACHEW
606,Rahel Haile - Aklilelu | ኣቕልለሉ - New Ethiopian Tigrigna Music 2017 (Official Video),679,4541635,14928,1615,2172,RAHEL HAILE
607,Abraham Eyob -  Degua Enate | ደጓ እናቴ - New Ethiopian Music 2017 (Official Video),1005,164089,1667,60,493,ABRAHAM EYOB
608,Habtamu kassaye - Ande Nen | አንድ ነን - New Ethiopian Music 2016 (Official Video),1122,128147,877,36,333,HABTAMU KASSAYE
609,Semon Hayle ft Haimanot Asrat - Balechin Gize - New Ethiopian Music 2016 (Official Video),1350,90195,150,71,47,SEMON HAYLE
610,Semon Hayle ft Haimanot Asrat - Balechin Gize - New Ethiopian Music 2016 (Official Video),1350,90195,150,71,47,HAIMANOT ASRAT
611,Christina Melkamu - Suse | ሱሴ - New Ethiopian Music 2019 (Official Video),44,38270,432,300,342,CHRISTINA MELKAMU
612,Maditu Weday - Negodguadu Beza | ነጎድጓዱ በዛ - New Ethiopian Music 2018 (Official Video),437,2570421,7747,1180,2134,MADITU WEDAY
613,Tarik X Abenet - Bala (Alemye) - New Ethiopian Music 2019 (Official Video),89,19245,250,43,101,TARIK X ABENET
614,Abel Mulugeta - Yehager Tibeb | የሃገር ጥበብ - New Ethiopian Music 2018 (Official Video),585,497061,3377,198,541,ABEL MULUGETA
615,Yeabsira Alemu - Kezih Bota | ከዚህ ቦታ - New Ethiopian Music 2017 (Official Video),983,99427,320,53,94,YEABSIRA ALEMU
616,Mastewal Admasu - Gonder - New Ethiopian Music 2016 (Official Video),1351,499080,1150,138,231,MASTEWAL ADMASU
617,Dawit Tsige - HaHu | ሀሁ - New Ethiopian Music (Official Video),1041,43023,197,24,69,DAWIT TSIGE
618,Solomon Berihun - Selewlawa | ሰለውላዋ - New Ethiopian Music 2017 (Official Video),992,237331,565,110,168,SOLOMON BERIHUN
619,Sosna Belete - Endaygelegn | እንዳይገለኝ - New Ethiopian Music 2018 (Official Video),446,80676,361,120,166,SOSNA BELETE
620,Yabu Mo ft. Redu - Tew | ተው - New Ethiopian Music 2019 (Official Video),270,33957,316,81,117,YABU MO
621,Yabu Mo ft. Redu - Tew | ተው - New Ethiopian Music 2019 (Official Video),270,33957,316,81,117,REDU
622,Jacky Gosee - WANKO - New Ethiopian Music 2016 (Official Video),1133,173202,1101,104,696,JACKY GOSEE
623,Million Abebe - Belibe Lay | በልቤ ላይ - New Ethiopian Music 2018 (Official Video),433,75362,623,93,215,MILLION ABEBE
624,Tewachew Adane - Eggg... | እግግግ... - New Ethiopian Music 2019 (Official Video),97,352000,3868,390,1167,TEWACHEW ADANE
625,Endrias Mekonnen - Enate Be Eritrea | እናቴ በኤርትራ - New Ethiopian Music 2018 (Official Video),450,65293,951,103,219,ENDRIAS MEKONNEN
626,Fasil Dagne - Gonder - New Ethiopian Music 2016 (Official Video),1265,423518,627,142,177,FASIL DAGNE
627,Hab G - Yaradawa | ያራዳዋ - New Ethiopian Music 2019 (Official Video),242,109033,737,131,199,HAB G
628,Hot New Ethiopian Music 2014  Emebet Negasi - Min Yishalal,2130,14101514,20321,4953,2513,EMEBET NEGASI
629,Temesgen Gebregziabher (Temu) - Tibel Zena - New Ethiopian Music 2016 (Official Video),1356,3412209,6577,1368,1877,TEMESGEN GEBREGZIABHER
630,Bisrat Surafel - Ansimalee | አንሲመሌ - New Ethiopian Music 2018 (Official Audio),537,348568,1652,93,270,BISRAT SURAFEL
631,Wendi Tone - Yalanchi | ያላንቺ - New Ethiopian Music 2018 (Official Video),545,54631,517,51,115,WENDI TONE
632,Lense Lemessa - NA NA | ና ና - New Ethiopian Music 2018 (Official Video),550,305169,1427,271,321,LENSE LEMESSA
633,Emebet Yeshibelay - Yemisrach (የምስራች) - New Ethiopian Music 2016 (Official Video),1157,499173,881,135,288,EMEBET YESHIBELAY
634,Tsilat Gezmu - Yileyilgn | ይለይልኝ - New Ethiopian Music 2017 (Official Video),963,1157198,3406,546,600,TSILAT GEZMU
635,Yared Teshale - Michi Bey Neyna | ምቺ በይ ነይና - New Ethiopian Music 2017 (Official Video),888,174735,551,81,111,YARED TESHALE
636,Yisak  Walelign - Awarign | አዋሪኝ - New Ethiopian Music 2019 (Official Video),136,63163,416,68,101,YISAK  WALELIGN
637,Yitbarek Abebe Temtim - Ende Tsegereda | እንደጽጌሬዳ - New Ethiopian Music 2017 (Official Video),751,398250,1600,155,270,YITBAREK ABEBE TEMTIM
638,Liyat Tibebu - Ayhonema | አይሆንማ - New Ethiopian Music 2019 (Official Video),245,77314,529,81,107,LIYAT TIBEBU
639,Fikremariam Gebru - Mamye | ማምዬ - New Ethiopian Music 2017 (Official Video),768,358267,1063,144,229,FIKREMARIAM GEBRU
640,Zekarias Habte - Addis Tsehay | አዲስ ፀሀይ - New Ethiopian Music 2019 (Official Video),82,19064,257,19,91,ZEKARIAS HABTE
641,Getish Mamo - Sabiw (Tekebel 5) - New Ethiopian Music 2019 (Official Video),169,1726286,9352,860,1458,GETISH MAMO
642,Tesfalidet Tadesse - Gud Alebat | ጉድ አለባት - New Ethiopian Music 2019 (Official Video),153,82049,613,64,125,TESFALIDET TADESSE
643,Hot New Ethiopian Music 2014 Mikias Chernet - Abebish Abeba,2082,374697,605,94,54,MIKIAS CHERNET
644,Yidnekachew Tsegaye - Segirato | ሰጊራቶ - New Ethiopian Tigrigna Music 2018 (Official Video),577,103107,665,99,137,YIDNEKACHEW TSEGAYE
645,Asny Raga - Ayibe Gamme (Na Tolo) | አይቢ ጋሜ - New Ethiopian Music 2019 (Official Video),200,30711,217,43,94,ASNY RAGA
646,Daggyshash -  Ancheee!!! - New Ethiopian Music 2015 (Official Video),1512,82413,526,29,58,DAGGYSHASH
647,Danny D - Ney Ney | ነይ ነይ - New Ethiopian Music 2019 (Official Video),231,75337,694,55,111,DANNY D
648,Sintayehu Sefane - Neshetegn | ነሸጠኝ - New Ethiopian Music 2018 (Official Video),508,109041,675,64,234,SINTAYEHU SEFANE
649,Dani Dance - Wuste Nesh | ውስጤ ነሽ - New Ethiopian Music 2017 (Official Video),974,108040,316,89,168,DANI DANCE
650,Endale Admike ft Ras Biruk - Candy - New Ethiopian Music 2016 (Official Video),1191,469281,1063,328,486,ENDALE ADMIKE
651,Endale Admike ft Ras Biruk - Candy - New Ethiopian Music 2016 (Official Video),1191,469281,1063,328,486,RAS BIRUK
652,Marta Solomon - Jalele Ko - New Ethiopia Music 2018 (Official Video),523,248590,1034,143,203,MARTA SOLOMON
653,Daniel Shawel - Min Agebagn | ምን አገባኝ  - New Ethiopian Music 2018 (Official Video),488,140265,846,152,219,DANIEL SHAWEL
654,Misgena Goytom - Newenesela | ንወነሰላ - New Ethiopian Tigrigna Music 2018 (Official Video),549,53426,671,46,158,MISGENA GOYTOM
655,Alu Danceru - Eshururu | እሹሩሩ - New Ethiopian Music 2019 (Official Video),91,23009,308,81,116,ALU DANCERU
656,Hot New Ethiopian Music 2014 Birhanu Tezera - Man Alegn,1853,210509,441,55,42,BIRHANU TEZERA
657,Nahom Mekuria - ONA | ኦና- New Ethiopian Music 2018 (Official Video),376,25561,264,28,74,NAHOM MEKURIA
658,Biruk Getachew - Cher Awlegn (ቸር አውለኝ) - New Ethiopian Music 2016 (Official Video),1153,100795,202,30,93,BIRUK GETACHEW
659,Girmaw Admasu - Yene Liyu | የኔ ልዩ - New Ethiopian Music 2016 (Official Video),1110,53499,154,26,40,GIRMAW ADMASU
660,Fikadu Girma - Aynen | አይኔን - New Ethiopian Music (Official Video),1044,589851,1503,174,284,FIKADU GIRMA
661,Maereg Tilaye ft. Mergitu - Mela Mela | መላ መላ - New Ethiopian Music 2017 (Official Video),680,34533,256,26,73,MAEREG TILAYE
662,Maereg Tilaye ft. Mergitu - Mela Mela | መላ መላ - New Ethiopian Music 2017 (Official Video),680,34533,256,26,73,MERGITU
663,Frezer Taye ft. Day Go| Kepaso & Netsanet - AWDAMET - New Ethiopian Music 2016 (Official Video),1147,48339,160,55,67,FREZER TAYE
664,Frezer Taye ft. Day Go| Kepaso & Netsanet - AWDAMET - New Ethiopian Music 2016 (Official Video),1147,48339,160,55,67,DAY GO
665,Frezer Taye ft. Day Go| Kepaso & Netsanet - AWDAMET - New Ethiopian Music 2016 (Official Video),1147,48339,160,55,67,KEPASO
666,Frezer Taye ft. Day Go| Kepaso & Netsanet - AWDAMET - New Ethiopian Music 2016 (Official Video),1147,48339,160,55,67,NETSANET
667,Yared Negu ft. Esayas Fikadu - Aleye | አልዬ - New Ethiopian Music 2018 (Official Video),555,1666785,9079,708,1229,YARED NEGU
668,Yared Negu ft. Esayas Fikadu - Aleye | አልዬ - New Ethiopian Music 2018 (Official Video),555,1666785,9079,708,1229,ESAYAS FIKADU
669,Abdu Kiar - Altelashim (አልጠላሽም) - New Ethiopan Music 2015 (Official Audio),1494,748099,1949,232,577,ABDU KIAR
670,Fiseha Wedaj - Lasta Lalibela | ላስታ ላሊበላ - New Ethiopian Music 2018 (Official Video),579,152839,714,90,176,FISEHA WEDAJ
671,Lij Michael ልጅ ሚካኤል (ፋፍ) : Zenach ዘናጭ New Ethiopian Hip Hop Music 2013,2342,739048,2225,198,265,LIJ MICHAEL ልጅ ሚካኤል
672,Bewketu Sewmehon - Gojam | ጎጃም - New Ethiopian Music 2017 (Official Video),801,3191581,5880,1221,1029,BEWKETU SEWMEHON
673,Fitsum Gebretsadik - Saydewl | ሳይደውል - New Ethiopian Music 2017 (Official Video),727,289860,1797,201,387,FITSUM GEBRETSADIK
674,Tesfay Gidey - Biwenamey | ብወናመይ - New Ethiopian Music 2017 (Official Video),748,113332,646,59,203,TESFAY GIDEY
675,Skat Nati - Sira | ስራ - New Ethiopian Music 2018 (Official Video),595,957947,9583,450,1133,SKAT NATI
676,Tewodros Demisse - Demkesh - New Ethiopian Music 2016 (Official Video),1359,22364,62,5,15,TEWODROS DEMISSE
677,Miki Yo - Hgere - New Ethiopian Music 2015 (Official Video),1501,108165,528,28,69,MIKI YO
678,Amir Ak - Bezmta New Ethiopisn Music 2015 (Official Video),1528,11563,20,28,11,AMIR AK
679,Emebet Negasi - Fikir Ena Gura | ፍቅር እና ጉራ - New Ethiopian Music 2019 (Official Video),248,961954,5498,346,1064,EMEBET NEGASI
680,Heni Jam x Bellabel - Shikorina - New Ethiopian Music 2018 (Official Video),514,74024,807,76,131,HENI JAM X BELLABEL
681,Alemtsehay Asrat - Awey Awey Yesu Gela | አዎይ አዎይ የሱ ገላ - New Ethiopian Music 2018 (Official Video),335,54389,465,72,139,ALEMTSEHAY ASRAT
682,Berhanu Teka - Erebeshkush Ende | እረበሽኩሽ እንዴ?  - New Ethiopian Music 2019,298,125596,1117,89,285,BERHANU TEKA
683,Yitagesu Nibretu - Kochegn Kochegn | ቆጨኝ ቆጨኝ - New Ethiopian Music 2019 (Official Video),40,29605,452,22,80,YITAGESU NIBRETU
684,Bewketu Sewmehon - Wey Mamarua | ወይ ማማሯ - New Ethiopian Music 2017 (Official Video),1024,302966,809,89,181,BEWKETU SEWMEHON
685,Didi Gaga - Baro Baro | ባሮ ባሮ - New Ethiopian Music 2019 (Official Video),95,51347,657,54,178,DIDI GAGA
686,Dawit Wordofa - Minu Yegud New | ምኑ የጉድ ነው - New Ethiopian Music 2017 (Official Video),779,836396,1968,302,305,DAWIT WORDOFA
687,Deme Lula - Hod Basegn | ሆድ ባሰኝ - New Ethiopian Music (Official Video),1073,79879,330,26,143,DEME LULA
688,Selamawit Yohannes & Fikremariam Gebru - Nafkot - New Ethiopian Music 2016 (Official Video),1309,7072433,13863,2940,2932,SELAMAWIT YOHANNES
689,Selamawit Yohannes & Fikremariam Gebru - Nafkot - New Ethiopian Music 2016 (Official Video),1309,7072433,13863,2940,2932,FIKREMARIAM GEBRU
690,Biniam Weldu - Maleda | ማለዳ - New Ethiopian Music 2017 (Official Video),711,560994,1564,208,411,BINIAM WELDU
691,Mamila Lukas - Zim New | ዝም ነው - New Ethiopian Music 2017 (Official Video),867,571932,2251,273,398,MAMILA LUKAS
692,Hot New Ethiopian Music 2014 Sami Omar(Geletta) - Lebe Wedoshal,2094,39141,64,5,4,SAMI OMAR
693,Elias Gizachew - Hyabey | ህያበይ - New Ethiopian Music 2019 (Official Video),93,74187,1301,53,259,ELIAS GIZACHEW
694,Addisu Dagne - Habeshawit | ሃበሻዊት - New Ethiopian Music 2019 (Official Video),215,35804,392,69,118,ADDISU DAGNE
695,Selamawit G/Hiwot & Tadilo Boled - Digu Manja - New Ethiopian Music (Official Video),1208,18424,88,4,32,SELAMAWIT G/HIWOT
696,Selamawit G/Hiwot & Tadilo Boled - Digu Manja - New Ethiopian Music (Official Video),1208,18424,88,4,32,TADILO BOLED
697,Mesfin Bekele - Yigermal | ይገርማል - New Ethiopian Music Teaser Clip 2017 (Official Video),855,352335,1993,194,403,MESFIN BEKELE
698,Dagi D - Sherosa - New Ethiopian Music 2019,291,368368,1946,164,259,DAGI D
699,Dawit Tsige - Betam New Yemewedish - New Ethiopian Music 2016 (Official Video),1320,688356,2933,211,356,DAWIT TSIGE
700,Wubshet Dejene - Konjo Nesh | ቆንጆ ነሽ - New Ethiopian Music 2018 (Official Video),620,92365,474,95,125,WUBSHET DEJENE
701,Henok Ambaye - Bemin Lamesginat | በምን ላመስግናት - New Ethiopian Music 2017 (Official Video),991,135472,289,37,93,HENOK AMBAYE
702,Tigist Gari - Alem Bire Ney Ney | አለም ብሬ ነይ ነይ - New Ethiopian Music 2018 (Official Video),403,119853,761,50,162,TIGIST GARI
703,Hot New Ethiopian Music 2014 MyKey Shewa - Sew Fitun [OFFICIAL MUSIC VIDEO],2131,78760,294,13,67,MYKEY SHEWA
704,Wendmagegn Mitku - Zim | ዝም - New Ethiopian Music 2017 (Official Video),706,40634,211,19,87,WENDMAGEGN MITKU
705,Getu Omahire - Endanleyay | እንዳንለያይ - New Ethiopian Music 2018 (Official Video),562,943676,5085,326,792,GETU OMAHIRE
706,Teddy Yo - Arada | አራዳ - New Ethiopian Music Album Promo 2018,612,70863,741,30,98,TEDDY YO
707,Melaku bireda - Alem New Ethiopian Music 2015 (Official Music Video),1456,44956,260,5,93,MELAKU BIREDA
708,Selamawit Yohannes - Hanen | ሃነን - New Ethiopian Music 2018 (Official Video),575,12651656,33992,5394,5689,SELAMAWIT YOHANNES
709,Ziggy Zaga - Leneko - New Ethiopian Music 2019 (Official Audio),220,12287,137,7,11,ZIGGY ZAGA
710,E Dove - Moode | ሙዴ - New Ethiopian Music 2018 (Official Video),605,48743,360,80,123,E DOVE
711,Dinar ft Fitawrari| Meswani & Henok - Kebidkni - New Ethiopian Music 2019 (Official Video),217,64045,619,105,99,DINAR
712,Dinar ft Fitawrari| Meswani & Henok - Kebidkni - New Ethiopian Music 2019 (Official Video),217,64045,619,105,99,FITAWRARI
713,Dinar ft Fitawrari| Meswani & Henok - Kebidkni - New Ethiopian Music 2019 (Official Video),217,64045,619,105,99,MESWANI
714,Dinar ft Fitawrari| Meswani & Henok - Kebidkni - New Ethiopian Music 2019 (Official Video),217,64045,619,105,99,HENOK
715,Yibeltal Ayele - Semira | ሰሚራ - New Ethiopian Music 2017 (Official Video),1014,240189,522,133,280,YIBELTAL AYELE
716,Alex Olompia - Dagim Endegena - New Ethiopian Music 2016 (Official Video),1257,339632,1377,110,409,ALEX OLOMPIA
717,Nuradis Seid - Etatu | እታቱ - New Ethiopian Music 2018 (Official Video),550,320600,1335,173,277,NURADIS SEID
718,Abnet Demissie አብነት ደምሴ - Min Filega ምን ፍለጋ New Single 2013,2254,304284,988,97,103,ABNET DEMISSIE አብነት ደምሴ
719,Kako Getachew - Adeye | አደዬ - New Ethiopian Music 2019 (Official Video),107,314900,2720,213,468,KAKO GETACHEW
720,New Ethiopia Music 2015 (Official Video) -  Mamila Lukas - Ethiopia Lay,1453,25685,98,7,27,ETHIOPIA
721,Eyob Belay -  Yamral - New Ethiopian Music 2015 (Official Video),1481,22532,50,9,17,EYOB BELAY
722,IBIDDOO GALAAN - SIMBIRREE - New Ethiopian Music 2019 (Official Video),36,30012,443,20,65,IBIDDOO GALAAN
723,Best New Ethiopian Music 2014 Bini Lali - Degmo Andande,1874,421960,750,94,76,BINI LALI
724,Da Man - Berase meda | በራሴ ሜዳ - New Ethiopian Music 2019 (Official Video),27,32458,436,37,97,DA MAN
725,Samrawit Alemu - Akolamtegna Hot New Ethiopian Music 2014,2171,75624,144,19,23,SAMRAWIT ALEMU
726,Betelhem Zerfu - Nikaw | ንካው - New Ethiopian Music 2018 (Official Video),572,415223,1714,186,346,BETELHEM ZERFU
727,Bisrat Surafel - Ethiopiawi Negn | ኢትዮጵያዊ ነኝ - New Ethiopian Music Dedicated to Dr Abiy Ahmed,478,209390,2473,161,503,BISRAT SURAFEL
728,Merkeb Bonitua - Shewruba - New Ethiopian Music (Official Video),1362,58003,203,20,30,MERKEB BONITUA
729,Ziggy Zaga - Lene ko | ለኔ ኮ - New Ethiopian Music 2019 (Official Video),233,214834,1430,114,237,ZIGGY ZAGA
730,Hanna Tekle - Fitih | ፍትህ - New Ethiopian Music 2019 (Official Video),200,69517,977,46,205,HANNA TEKLE
731,Alemayehu Erecha - Yet Nesh | የት ነሽ - New Ethiopian Music 2019 (Official Video),119,47252,340,46,85,ALEMAYEHU ERECHA
732,Dawit  Alemayehu - Endayhon | እንዳይሆን  - New Ethiopian Music 2016 (Official Audio),1118,84505,370,19,109,DAWIT  ALEMAYEHU
733,Mekbeb Mekoya - Sendele | ሰንደሌ - New Ethiopian Music 2018 (Official Video),453,74669,488,49,84,MEKBEB MEKOYA
734,Dagi Man - Selamewa | ሰላሜዋ - New Ethiopian Music 2019 (Official Video),121,767455,15423,902,3225,DAGI MAN
735,Wendi Mak & Hahu Beatz - Anchi Shegere | አንቺ ሸገሬ - New Ethiopian Music 2017 (Official Video),709,1386665,6313,607,940,WENDI MAK
736,Wendi Mak & Hahu Beatz - Anchi Shegere | አንቺ ሸገሬ - New Ethiopian Music 2017 (Official Video),709,1386665,6313,607,940,HAHU BEATZ
737,Abdu Kiar - Dagnaw (ዳኛው) - New Ethiopian Music 2015 (Official Audio),1493,348262,685,67,140,ABDU KIAR
738,Alem Kebede - Dae Bushu - New Ethiopian Music 2016 (Official Video),1312,31368,99,14,15,ALEM KEBEDE
739,New Music Video Addis and Haymanot  ft Jah Lude - Yenafkot Chewata,2630,3427579,5537,665,563,ADDIS
740,New Music Video Addis and Haymanot  ft Jah Lude - Yenafkot Chewata,2630,3427579,5537,665,563,HAYMANOT
